,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
9656,B737-700,EMERG. SLIDE AT DOOR 2L IS EXTENDING OUT OF HOUSING,"REMOVED AND REPLACED DOOR 2L ESCAPE SLIDE PACK REF AMM 25-66-01-400-804ROTABLE PARTS CHANGE WAS INDICATED - TT # 1805674  SN OFF 03461SLIDE, B737NG,   OFF 29-2561-9-0004 3461 ON 29-2561-9-0004 3342",TA,132,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9657,B737-700,FIRST OFFICERS OXYGEN MASK HARNESS WILL NOT INFLATE,"REINSTALLED F/O O2 MASK WITH OBSERVERS, REPLACED F/O O2 MASKLEAK CHK AND OP'S CHK NORMAL.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1768287  SN OFF 04340MASK, OXYGEN, C  OFF 99-3512-9-9001 4340 ON 99-3512-9-9001 2769",TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9658,B737-700,5 INCH RUBBER SEAL COME OFF THE BULKHEAD AROUND 2L,SECURED AFT GALLEY INTERIOR RUBBER SEAL BY BULKHEAD 2L PER AMM-25-31-00OP CK OK,TA,190,Delay>15mins,2530,GALLEYS
9659,B737-700,R-2 SLIDE NOT TUCKED INTO COVER,"REMOVED AND REPLACED R-2 SLIDE ASSY REF AMM 25-66-01ROTABLE PARTS CHANGE WAS INDICATED - TT # 1720200  SN OFF 00537IPC REFERENCE #SLIDE, B737NG,   OFF 29-2561-9-0004 3537 ON 29-2561-9-0004 3156",TN,187,Delay>15mins,2560,EMERGENCY EQUIPMENT   
9696,B737-700,VERBAL FROM FLT ATTN. 30D TRAY TABLE FALLS DOWN.,SECURED 30D TRAY TABLE LATCH.,TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
9697,B737-700,CAPTAIN SEAT HEIGHT ADJUSTMENT INOP. WIRE SHEARED TO ADJUSTMENT LEVER,"REMOVED AND REPLACED CAPTAINS SEAT. PER AMM 25-11-01-400-801. OPS CHECK GOOD. IPC REF 25-11-01-50A.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1556902  SN OFF 01953SEAT, CREW, CAP  OFF 29-2510-9-0001 1953 ON 29-2510-9-0001 1023",TF,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9698,B737-700,"AFT CARGO NETTING, 1 NET ANCHOR IS BROKE.",REPLACED AFT CARGO NET. LOG CLOSED WORK PERFORMED BY #86329,TF,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9699,B737-700,CAPT SEAT VERTICAL LOCK ONLY IN ONE POS.,REPLACED VERTICAL ADJUSTMENT SPRING ON CA'S SEAT AS REQUIRED. OPS CHECK GOOD. REF IPC 25-11-01-53,TF,18,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9700,B737-700,ON BOARD WHEEL CHAIR RESTRAINT STRAP IS BROKE.,RESECURED WHEEL CHAIR STRAP.,TL,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9701,B737-700,CAPT'S O2 MASK MICROPHONE INOP.EMP #159421 IS INVALID.EMP #02556 FOR SCEPTRE ENTRY ONLY.,"REPLACED OBSERVERS O2 MASK REF AMM 35-12-85-000-802, CKSNORMAL.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1669089  SN OFF 01216MASK, OXYGEN, C  OFF 99-3512-9-9001 1216 ON 99-3512-9-9001 7287",TF,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9702,B737-700,AFT PBE COVER MISSING.,REPLACED PBE COVER.,TL,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
9703,B737-700,BACK AND BOTTOM SEAT CUSHION AND BELT AT 29E WET.,"REMOVED AND REPLACED SEAT CUSHION AND SEATBELT ASSEMBLY BACK IS OK,OK TO CONTINUE.",TA,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
9704,B737-700,DOOR 1R GIRT BAR CLIPS ARE LOOSE.,SECURED CLIPS.,TA,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9705,B737-700,FLT ATTENDANT CLOSET HANDLE BROKEN. FIRST CLASS.,SECURED CLOSET HANDLE. EMPLOYEE # U008704 USED FOR INPUT ONLY.,TA,48,Delay>15mins,2520,PASSENGER COMPARTMENT
9706,B737-700,SAET 31D HAS ROKEN TRAY TABLE LATCH,R AND R PER CMM 25-27-46 OPS CK GOOD,TA,14,Delay 6-15mins,2520,PASSENGER COMPARTMENT
9739,B737-700,25D TRAYTABLE LATCH BROKEN,REPLACED LATCH,TL,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9740,B737-700,COFFEE MAKER #419 DOES NOT BREW.,"REMOVE & REPLACE COFFEEMAKER #419.OPS CK GOOD.PLACARD REMOVED.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1711633  SN OFF 00184COFFEEMAKER, A/  OFF 29-2599-9-0001 0184 ON 29-2599-9-0001 8506",TL,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9741,B737-700,BIN 12 D WILL NOT LATCH.,REPLACED OVERHEAD BIN LATCH. BIN DOOR SECURES NORMALLY IN THE CLOSED POSITION.,TL,21,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9742,B737-700,SEATBACK 2B STAY UPRIGHT,FOUND OK-TEDTED GOOD AT THIS TIME,TL,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9743,B737-700,OVERHEAD BIN INOP.,SECURED OVERHEAD BIN OPS CKS NORMAL.,TA,31,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9744,B737-700,GTE RTN FOR SLIDEPACK 1L COMING OPEN ON PUSHBACK.,RESECURED 1L SLIDEPACK BUSSEL PER AMM 25-66-01 - OPS CK NORMAL.NO DEFECTS NOTED ON SLIDE PACK. IDT 40099,TA,65,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9789,B737-700,AFT CARGO DOOR OPEN HANDLE STIFF TO OPEN,LUDE OPEN DOOR HANDLE SHAFT.,TA,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9790,B737-700,AFT F/A OVERHEAD BIN LOCKED WITH LUGGAGE INSIDE,R & R LATCH AND LOCK ASSY. OPS CHECKS GOOD.,TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9791,B737-700,FWD GALLEY WATER LEAK IN COFFEE MAKER,CYCLED COFFEE MAKER OPS CKS NORMAL NO LEAKS NOTED,TL,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9792,B737-700,AT FL370 THERE IS A LOUD HIGH PITCH SQUEAL COMING FROM THE FWDLEFT AND RIGHT WINDOW AREA.,"REF FORM 44-008 LOG PAG 8145906 REMOVED AND REINSTALLED BOTH CAPT, DU, FD PANEL, CAPT SEAT TO FICILITATE MX. REMOVED AND CLEANEDVENTILATION SCREEN ON VENT HOSE. OPS CHECK GOOD REF M/M 25-11-0131-62-11 31-21-21 PERFORMED LAND VERIFY OPS CHECK GOOD REF 22-11",TF,23,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9793,B737-700,CAPTS YOKE FLIGHT NUMBER LIGHT INOP.,REMOVED AND REPLACED CAPTS YOKE TRIP REMINDER. REF IPC 33-11-51-04,TF,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9794,B737-700,POSITION 410 FOOT STEP (AFT GALLEY) DOES NOT RETRACT.,REMOVED AND REPLACED FOOT STEP. OK FOR SVC. REMOVED O.I.L.,TF,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9795,B737-700,24B LIFE VEST CONTAINER IS MISSING,"REPLACED LIFE VEST AND CONTAINER, OK TO CONT",TF,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
9796,B737-700,FLIGHT DECK JUMPSEAT STUCK IN STOWED POSITION,DISCREPANCY PREVIOUSLY CORRECTED BY EMPLOYEE #U172374 AT ORD.REF: L/P 8562955. P.C.W. AND PLACARD WAS REMOVED IN ORD.,TL,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9850,B737-700,REF LOG PAGE 8145451..ORGINAL LOG PAGE..USED ON ANOTHERACFT..F/OS SEAT LUMBAR CONTROL HANLDE BROKEN...,"INSTALLED NEW LUMBAR CONTROL HAND WHEEL IN/OUT (P/N 29-2511-3-0075) REF. CMM 25-11-02, OP'S CHECK GOOD. PLACARD REMOVED.",TF,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9851,B737-700,PBE COVER MISSING IN AFT CABIN,REPLACED PBE COVER.,TA,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9852,B737-700,DOOR 2R FLIGHT ATTENDANTS REPORT TAHT THE SLIDE LOOKS LOKE ITSNOT PACKED PROPERLY. PLEASE INSPECT.,"REMOVED AND REPLACED DOOR 2R SLIDE PACK. REF TASK AMM 737-789 TASK 25-66-01-400-801.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1674613  SN OFF 00344IPC REFERENCE #SLIDE, B737NG,   OFF 29-2561-9-0004 3344 ON 29-2561-9-0004 3477",TL,34,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9853,B737-700,MEL'D LAV DOOR WILL NOT STAY CLOSED.,SECURED DOOR. MEL C/N 729197 REMAINS.,TL,15,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9854,B737-700,COCPIT DOOR DIFFICULT TO OPEN ADN CLOSE.GII259E EMPLOYEE IS INACTIVE U234615,ADJUSTED FLT DECK DOOR TASK 52-52-02-700-801C1 OPS CHECK GOOD,TA,67,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9855,B737-700,SEAT 23D IS A ROCKER.,REPLACED HYDROLOC OPS CKS OK.MEL REMOVED.,TA,72,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9856,B737-700,F/O'S OXYGEN MASK INFLATER LEAKS,REF L/P #838840 FOR SIGN OFFPLA REMOVED,TA,89,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9857,B737-700,"TRAY TABLE AT 29F WILL NOT STAY UP AND STOWED, LATCH ISMISSING.",REPLACED LATCH FOR TRAY TABLE AT 29F.  REMOVED PLA C/N 757190.,TL,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9858,B737-700,CUP HOLDER MISSING ON CAPTAIN SIDE.,REPLACED CUP HOLDER,TL,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9859,B737-700,CART POS 108 BRAKE INOP.,REMOVED GALLEY CART FROM AIRCRAFT. REPLACED WITH NEW GALLEY CART. OK FOR SERVICE. BY U105576.,TF,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9886,B737-700,R1 DOOR SLIDE LOWER LACING RETAINING PIN PULLED OUT.,"REMOVED AND REPLACED R1 DOOR SLIDE ASSY IAW AMM 25-66-01-400-803 AND 25-66-01-400-801. COMPLIED WITH RENDER SAFE CHECKLIST46-0035.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1610864  SN OFF 00508IPC REFERENCE #SLIDE, B737NG,   OFF 29-2561-9-0003 3508 ON 29-2561-9-0003 3180",TL,118,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9887,B737-700,SEAT 22C WILL NOT STAY UPRIGHT.,REPLACED HYDRO LOCK  OPS WORK NORMAL.,TL,35,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9926,B737-700,AFT LEFT F/A JUMPSEAT WON'T FULLY RETRACT.,REPLACED BROKEN TORSION SPRINGS AT AFT L/H F/A JUMPSEAT.PLACARDREMOVED,TL,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9927,B737-700,AFT GALLEY OVEN #2 KNOB MISSING,INSTALLED NEW KNOB - OPS NORMAL. PLA REMOVED.,TF,26,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9928,B737-700,F/O COMM PANEL NOT SECURED CAUSES COMM INTERUPTIONS ANDSTATIC,"SWAPPED F-O AND OBS TO ORIGINAL POSITIONS. R&R F-O'S ACP REF AMM23-51-02. OPS CKS GOOD. M&E #29-2351-9-0003 OFF 3166 ON 9449ROTABLE PARTS CHANGE WAS INDICATED - TT # 1687395  SN OFF 03166PANEL, AUDIO SE  OFF 29-2351-9-0003 3166 ON 29-2351-9-0003 9449",TF,36,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9929,B737-700,DOOR 1R SLIDE PACK COMING OUT OF THE DOOR.  REPEAT WRITE UP.,"REMOVED AND REPLACED 1R DOOR SLIDE ASSY PER MM 25-66-01-400-801AND 25-66-01-000-804.INSP 03213.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1671039  SN OFF 03540SLIDE, B737NG,   OFF 29-2561-9-0003 3540 ON 29-2561-9-0003 3550",TA,0,Cancellation,2500,EQUIPMENT FURNISHINGS GENERAL
9930,B737-700,F/O VERTICAL SEAT ADJUSTMENT INOP.,"REMOVED & REPLACED F/O'S SEAT ASSY I/A/W AMM 25-11-01-000-801AND 25-11-01-400-801; OPS CKS NORMAL. IDT BY QC269.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1554572  SN OFF 01147SEAT, CREW, 1ST  OFF 29-2511-9-0001 1147 ON 29-2511-9-0001 2883",TA,60,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9931,B737-700,TRAY TABLE LATCH AT 31E IS BROKEN OFF,"INSTALLED NEW LATCH ASSY @ 31E,OPS CKD NORMAL.PLACARD REMOVED.",TL,14,Delay 6-15mins,2520,PASSENGER COMPARTMENT
9932,B737-700,F/A SEZ ALL 4 RESUSCITATION MASK IN JUMPSEATS WRONG TYPE.,RPL CPR MASKS WITH CORRECT TYPE REF 25-00-00.,TA,24,Delay>15mins,2560,EMERGENCY EQUIPMENT   
9933,B737-700,1R DOOR SLIDE RAFT SITS IN LOW POSTION.,"REPLACED SLIDE REF AMM25-66-01.RII INSPECTED BY 015228 M.A.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1610864  SN OFF 01302SLIDE, B737NG,   OFF 29-2561-9-0003 3180 ON 29-2561-9-0003 3540",TA,13,Delay 6-15mins,2560,EMERGENCY EQUIPMENT   
9934,B737-700,DOOR 1R SLIDE PACK NEAR GIRT BAR PARTIALLY PROTRUDING AFTERCATERING CLOSED THE DOOR,REMOVED AND REPACED R1 DOOR SLIDE PER A.M.M.25-66-01-0400-803AND 25-66-01-000-801 PERFORMED RENDER SAFE CHECK LIST. OPS CHKNORMAL.,TL,164,Delay>15mins,2560,EMERGENCY EQUIPMENT   
9935,B737-700,"SLIDE 1L OUT OF POSITION E1312 1L. LOG ENTERED BY 163793,SCEPTRE COMPUTER INDICATES EMPLOYEE NUMBER IS INVALID.","REPLACED L1 DOOR ESCAPE SLIDE PACK PER B737-789 AMM TASK 25-66-01-000-803. ESCAPE SLIDE PACK CHECKED PER B737-789 AMM TASK 25-66-01-200-802.INSPECTED BY C5098. WORK ACCOMPLISHED BY V892850,SCEPTRE COMPUTER INDICATES EMPLOYEE NUMBER IS INVALID.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1671616  SN OFF 03275SLIDE, B737NG,   OFF 29-2561-9-0003 3275 ON 29-2561-9-0003 3507",TP,0,Cancellation,2560,EMERGENCY EQUIPMENT   
9980,B737-700,AFT GALLEY CART LATCH IS LOOSE. 409,REPLACED HELICOIL @ POS 409 AND LATCH ASSY REF IFM 25-32-01.OPS CHECK NORMAL. PLACARD REMOVED.,TF,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9981,B737-700,LATCH FOR OVERHEAD BIN AT ROW 24 IS INOP.,INSTALLED 24DEF OVERHEAD BIN LATCH SCREWSOVERHEAD BINS 24&25 DEF OP CK GOOD,TL,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9982,B737-700,AT SEAT 28E TRAY TABLE LATCH MISSING,REPLACED T/T LATCH AND REINSTALLED TRAY TABLE. GND CK OK. PLAREMOVED.,TL,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9983,B737-700,10C TRAY TABLE LATCH BROKEN.,REPLACED TRAY TABLE LATCH. OK TO CONTINUE.,TL,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9984,B737-700,"***FOR TDR PURPOSES ONLY***MAA FROM TOMC & DEFERRAL MGT TO ADDRESS THE MEL ONL/P 7504579 FOR SEAT 10D, 11D, 11E & 11F INOP DUE TO SEAT 10DWILL NOT STAY UPRIGHT.",***FOR TDR PURPOSES ONLY***DENMX WAS UNABLE TO CLEAR MEL L/P 7504579 WHICH CAUSED THE FLT1740 TO BE DELAYED.,TF,19,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
9985,B737-700,SEAT 10D WILL NOT STAY UPRIGHT.`,REMOVED AND REPLACED HUDROLOCK AND HYDROLOCK BUSHING. OPS CHECK GOOD PLACARD REMOVED.,TF,44,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
9986,B737-700,CAPITAIN SEAT SLIDE RELEASE JAMS,LUBED SEAT OPS CHECKS NORMAL PER AMM 25-11-01,TL,92,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
9987,B737-700,LIFE RAFT AT 2R IS SAGGING OUT OF CONTAINER,"ROTABLE PARTS CHANGE WAS INDICATED - TT # 1717716  SN OFF 03205SLIDE, B737NG,   OFF 29-2561-9-0004 3205 ON 29-2561-9-0004 3138",TA,24,Delay>15mins,2560,EMERGENCY EQUIPMENT   
10026,B737-700,BLOOD PRESSURE KIT OPENED,REPLACED BLOOD PRESSURE KIT REF GMM05-20-40,TL,47,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10027,B737-700,EMERGENCY SIGN COVER OVER ROW 15 FELL OFF.,EMERGENCY SIGN RE-INSTALLED.,TL,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10028,B737-700,CAPTAINS SAFETY HARNESS BUCKLE RIGHT SHOULDER STRAP RELEASED ON TAKE-OFF. STRAP WONT LOCK IN HARNESS BUCKLE,REPLACED CAPTS SEAT BELT BUCKLE REF AMM 25-11-00 OPS NORMAL,TN,232,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10029,B737-700,SEAT 32D SOILED REP BY 211052,FOUND SEAT COVER ONLY SOILED REPLACED SAME AS REQPERF BY V902127,TA,21,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10030,B737-700,SPLASHGUARD COFFEEE MAKER 105 DETACHED,ATTACHED SPLASH GUARD  25-30-00,TL,10,Delay 6-15mins,2530,GALLEYS
10078,B737-700,STOWBIN TRIM PANEL ABOVE SEAT 7D LOOSE.,REPAIRED TRIM PANEL,TL,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10079,B737-700,SEAT CUSHION 12E NEEDS REPLACEMENT.01535 FOR ENTRY ONLY.G9142 NO GOOD IN SCEPTRE.,REPLACED SEAT CUSHION.,TA,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10080,B737-700,COFFEEMAKER #419 OVERFLOWS.,"REMOVED AND REPLACED COFFEEMAKER #419 OPS CHECK GOOD.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1714791  SN OFF 01301COFFEEMAKER, A/  OFF 29-2599-9-0001 8313 ON 29-2599-9-0001 2805",TF,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
10081,B737-700,CAPTAIN SEAT HORIZONTAL ADJUSTMENT HANDLE HAS BROKEN SPRING + HARD TO LOCK IN PLACE,"R&R CAPTAINS F/O SEAT IAW AMM 25-11-01 OPS CHK'D GOOD. IDT GR U247745ROTABLE PARTS CHANGE WAS INDICATED - TT # 1568681  SN OFF 01563SEAT, CREW, CAP  OFF 29-2510-9-0001 1563 ON 29-2510-9-0001 6483",TA,35,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10082,B737-700,L AFT LAV MISSING ASHTRAY.,REPLACED MISSING ASHTRAY.,TL,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
10130,B737-700,OVER HEAD BIN 22 DEF - LATCH BROKEN.,REMOVED AND REPLACED OVERHEAD BIN LATCH AT SEAT ROW 22DEF. OPSCHECK GOOD. MEL REMOVED,TF,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10131,B737-700,LATCH ON OVERHEAD BIN SEAT 1E IS BROKEN.EMPLOYEE REPORTING U248493,"INSTALLED NEW O/H BIN DOOR LATCH @ 1E,OPS CKD NORMAL.PLACARD REMOVED.",TL,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10132,B737-700,SEAT 25D IS SOILED. CUSHION,REPLACE CUSHION AND COVER @ 25D PER EDOCS SEAT CHART.,TL,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10133,B737-700,FIRST CLASS LAV COAT HOOK IS MISSING.,REPLACED HOOK.OPS CK OK.REMOVED PLACARD.,TF,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10134,B737-700,12E ARMREST FLOPS BACK INTO EXIT ROW,REMOED AND REPLACED ARM REST ROLL PINS OPS CHECK OK REMOVED PLACARD,TF,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10135,B737-700,REMOVED SLIDE PACK FROM DOOR 1R AND PLACED IN ROW 1 OF FIRSTCLASS PER MM 25-66-01-000-801,REINSTALLED SLIDE AT DOOR 1R REF. AMM 25-66-01-400-801,TA,111,Delay>15mins,2560,EMERGENCY EQUIPMENT   
10170,B737-700,MOULDING AROUND LEFT OVERWING EXIT HAS SLIPPED DOWN FROM ITSNORMAL POSITION,RESECURED MOULDING AROUND LEFT OVERWING EXIT UPPER PANEL REFAMM 52-22-00.A/C OK TO CONTINUE,TA,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10171,B737-700,P6-4 CB PROTECTIVE METAL STRIP IS BROKEN.PILOT REPORT 000085W,REPLACED PLACARD & PLACARD SUPPORT. OIL REMOVED,TF,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10172,B737-700,SEAT 28E WILL NOT STAY UP.,RE-INSTALLED RECLINE BUTTON.  SYSTEM TEST GOOD.  PLACARD C/N762572 REMOVED.,TF,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10173,B737-700,HEIGHT ADJUSTMENT ON CAPTAINS SEAT WILL NOT LOCK.,"SEE L/P#7725414 FOR CAPTS SEAT R&R.PLA REMOVED.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1583663  SN OFF 06505SEAT, CREW, CAP  OFF 29-2510-9-0001 6505 ON 29-2510-9-0001 6440",TF,22,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
10206,B737-700,L1 DOOR SLIDE HAS TOO MUCH MATERIAL HANGING OUT,REMOVED SLIDE COVER AND INSPECTED SLIDE. NO DEFECTS NOTED.INSTALLED SLIDE REF. 25-66-01-400-803.  AIRCRAFT OK TO CONTINUE,TL,82,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10207,B737-700,"DOOR 1L SLIDE FALLING OU THE BOTTOM OF CONTAINER, UNABLE TO ARM","ADJUSTED AND RESECURED L1 DOOR SLIDE PER AMM 25-66-01-400-803. OPS CKS GOOD, A/C OK TO CONTINUE.IDT PERFORMED UA 42059",TL,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10208,B737-700,FWD FIRST CLASS LAV LIGHT FIXTURE MISSING END CAP.EXPOSED WIRES.,INSTALLED NEW LIGHT COVER.,TF,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10209,B737-700,4 RETURN AIR GRILLES REMOVED FOR TROUBLESHOOTING OF LOW AIR FLOW. REF LOG PAGE 8269313,SECURED GRILLS.,TA,32,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10210,B737-700,"THE F/OS SEATBELT IS DIFFICULT TO RELEASE, THE BLACK KNOB APPEARS TO BE COMMIMG LOOSE",RMVD F/OS RH SIDE LAP BELT PN 1150011-601-010 A11DEC14-25 INSTLD SN A13MAY13-65 IN REF TO IPECO CMM 25-11-02 OPS CK NORM ACCOMPLISHED IDT.....V898131....AP3683661,TA,152,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10211,B737-700,37A AND 37L NEED NEW SEAT COVERS,REPLACED SEAT COVERS AND CUSHIONS PER INTERIOR MANUAL,TL,20,Delay>15mins,2520,PASSENGER COMPARTMENT
10212,B737-700,TRAY TABLE AT 10C WILL NOT STAY UPRIGHT.,"REMOVED AND REPLACED LATCH ASSY ON SEAT 10C, TRAY TABLE NOW OKFOR SERVICE.",TL,23,Delay>15mins,2520,PASSENGER COMPARTMENT
10213,B737-700,DOOR 1L GIRT BAR RETAINING CLIP WHEN DOOR IS DISARMED DOES NOTHOLD THE GIRT BAR IN PLACE,"REMOVED SLIDE , CORRECTED GIRT ROUTING REINSTALLED SLIDE REF AMM 25-66-01-400-803. SAFETY PIN REMOVED.",TA,49,Delay>15mins,2560,EMERGENCY EQUIPMENT   
10258,B737-700,ITEM ENTERED FOR DELAY- AFT LAV DOOR OF ITS TRACK.,JUF ENTERED,TA,1,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
10259,B737-700,THE BRACKET THAT HOLDS THE GIRT BAR UNDER THE MAIN ENTRY SOOR SLIDE PACK. WHEN THE SLIDE IS SISARMED IS LOOSE,INSTALLED TWO NEW RIVETS TO REATTACH GIRT BAR CLIP REF SRM 51-40-02,TA,67,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10260,B737-700,LAV E DOOR LATCH INOP,"REPLACED LOCK ASSY, OPS CHECKS OK",TA,72,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10261,B737-700,RIGHT AFT LAV DOOR OFF TRACKEMPLOYEE #25931,REINSTALLED RT AFT LAV DOOR NO DEFECTS NOTED,TA,16,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10262,B737-700,HEADREST MISSING SEAT 10E.,10E HREAD REST REINSTALLED OKAY FOR USE.,TA,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10263,B737-700,SEAT 2B NEEDS CUSHION,REPLACED SEAT COVER. NO FURTHER DEFECTS NOTED.,TA,4,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
10264,B737-700,SEAT CUSHION 23CSOILED,REPLACED CUSHION AND COVER AT23C,TF,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10265,B737-700,DOOR 2R SAFTY STRAP WILL NOT SNAP TO BOTTM OF DOOR INDICTION DOOR ARMED,REPLACED R2 DOOR RED STRAP.,TL,38,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
10266,B737-700,SEAT 28CSEATBACK AND BOTTOM CUSHIONNEED TO BE REPLACED,REPLACED SEAT BOTTOM CUSHION AND COVER AND HAD CABIN SVC CLEANSEAT BACK,TE,14,Delay 6-15mins,2520,PASSENGER COMPARTMENT
