,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
9986,B737-700,capitain seat slide release jams,lubed seat ops checks normal per amm 25 11 01,TL,92,Delay>15mins,2510,flight compartment equipment
9987,B737-700,life raft at 2r is sagging out of container,rotable parts change was indicated tt 1717716 sn off 03205slide b737ng off 29 2561 9 0004 3205 on 29 2561 9 0004 3138,TA,24,Delay>15mins,2560,emergency equipment
10026,B737-700,blood pressure kit opened,replaced blood pressure kit ref gmm05 20 40,TL,47,Delay>15mins,2500,equipment furnishings general
10027,B737-700,emergency sign cover over row 15 fell off ,emergency sign re installed ,TL,8,Delay 6-15mins,2500,equipment furnishings general
10028,B737-700,captains safety harness buckle right shoulder strap released on take off strap wont lock in harness buckle,replaced capts seat belt buckle ref amm 25 11 00 ops normal,TN,232,Delay>15mins,2500,equipment furnishings general
10029,B737-700,seat 32d soiled rep by 211052,found seat cover only soiled replaced same as reqperf by v902127,TA,21,Delay>15mins,2500,equipment furnishings general
10030,B737-700,splashguard coffeee maker 105 detached,attached splash guard 25 30 00,TL,10,Delay 6-15mins,2530,galleys
10078,B737-700,stowbin trim panel above seat 7d loose ,repaired trim panel,TL,8,Delay 6-15mins,2500,equipment furnishings general
10079,B737-700,seat cushion 12e needs replacement 01535 for entry only g9142 no good in sceptre ,replaced seat cushion ,TA,29,Delay>15mins,2500,equipment furnishings general
10080,B737-700,coffeemaker 419 overflows ,removed and replaced coffeemaker 419 ops check good rotable parts change was indicated tt 1714791 sn off 01301coffeemaker a off 29 2599 9 0001 8313 on 29 2599 9 0001 2805,TF,5,Delay 0-5mins,2500,equipment furnishings general
10081,B737-700,captain seat horizontal adjustment handle has broken spring hard to lock in place,r r captains f o seat iaw amm 25 11 01 ops chk d good idt gr u247745rotable parts change was indicated tt 1568681 sn off 01563seat crew cap off 29 2510 9 0001 1563 on 29 2510 9 0001 6483,TA,35,Delay>15mins,2500,equipment furnishings general
10082,B737-700,l aft lavatory missing ashtray ,replaced missing ashtray ,TL,4,Delay 0-5mins,2500,equipment furnishings general
10130,B737-700,over head bin 22 def latch broken ,removed and replaced overhead bin latch at seat row 22def opscheck good mel removed,TF,6,Delay 6-15mins,2500,equipment furnishings general
10131,B737-700,latch on overhead bin seat 1e is broken employee reporting u248493,installed new o h bin door latch 1e ops ckd normal placard removed ,TL,13,Delay 6-15mins,2500,equipment furnishings general
10132,B737-700,seat 25d is soiled cushion,replace cushion and cover 25d per edocs seat chart ,TL,13,Delay 6-15mins,2500,equipment furnishings general
10133,B737-700,first class lavatory coat hook is missing ,replaced hook ops check ok removed placard ,TF,10,Delay 6-15mins,2500,equipment furnishings general
10134,B737-700,12e armrest flops back into exit row,remoed and replaced arm rest roll pins ops check okay removed placard,TF,22,Delay>15mins,2500,equipment furnishings general
10135,B737-700,removed slide pack from door 1r and placed in row 1 of firstclass per mm 25 66 01 000 801,reinstalled slide at door 1r ref amm 25 66 01 400 801,TA,111,Delay>15mins,2560,emergency equipment
10170,B737-700,moulding around left overwing exit has slipped down from itsnormal position,resecured moulding around left overwing exit upper panel refamm 52 22 00 a c okay to continue,TA,12,Delay 6-15mins,2500,equipment furnishings general
10171,B737-700,p6 4 cb protective metal strip is broken pilot report 000085w,replaced placard placard support oil removed,TF,17,Delay>15mins,2500,equipment furnishings general
10172,B737-700,seat 28e will not stay up ,re installed recline button system test good placard c n762572 removed ,TF,16,Delay>15mins,2500,equipment furnishings general
10173,B737-700,height adjustment on captains seat will not lock ,see l p 7725414 for capts seat r r pla removed rotable parts change was indicated tt 1583663 sn off 06505seat crew cap off 29 2510 9 0001 6505 on 29 2510 9 0001 6440,TF,22,Delay>15mins,2510,flight compartment equipment
10206,B737-700,l1 door slide has too much material hanging out,removed slide cover and inspected slide no defects noted installed slide ref 25 66 01 400 803 aircraft okay to continue,TL,82,Delay>15mins,2500,equipment furnishings general
10207,B737-700,door 1l slide falling ou the bottom of container unable to arm,adjusted and resecured l1 door slide per amm 25 66 01 400 803 ops checks good a c okay to continue idt performed ua 42059,TL,22,Delay>15mins,2500,equipment furnishings general
10208,B737-700,fwd first class lavatory light fixture missing end cap exposed wires ,installed new light cover ,TF,16,Delay>15mins,2500,equipment furnishings general
10209,B737-700,4 return air grilles removed for troubleshooting of low air flow ref log page 8269313,secured grills ,TA,32,Delay>15mins,2500,equipment furnishings general
10210,B737-700,the f os seatbelt is difficult to release the black knob appears to be commimg loose,rmvd f os rh side lap belt pn 1150011 601 010 a11dec14 25 instld sn a13may13 65 in ref to ipeco cmm 25 11 02 ops check norm accomplished idt v898131 ap3683661,TA,152,Delay>15mins,2500,equipment furnishings general
10211,B737-700,37a and 37l need new seat covers,replaced seat covers and cushions per interior manual,TL,20,Delay>15mins,2520,passenger compartment
10212,B737-700,tray table at 10c will not stay upright ,removed and replaced latch assembly on seat 10c tray table now okfor service ,TL,23,Delay>15mins,2520,passenger compartment
10213,B737-700,door 1l girt bar retaining clip when door is disarmed does nothold the girt bar in place,removed slide corrected girt routing reinstalled slide ref amm 25 66 01 400 803 safety pin removed ,TA,49,Delay>15mins,2560,emergency equipment
10258,B737-700,item entered for delay aft lavatory door of its track ,juf entered,TA,1,Delay 0-5mins,2500,equipment furnishings general
10259,B737-700,the bracket that holds the girt bar under the main entry soor slide pack when the slide is sisarmed is loose,installed two new rivets to reattach girt bar clip ref srm 51 40 02,TA,67,Delay>15mins,2500,equipment furnishings general
10260,B737-700,lav e door latch inop,replaced lock assy ops checks ok,TA,72,Delay>15mins,2500,equipment furnishings general
10261,B737-700,right aft lavatory door off trackemployee 25931,reinstalled rt aft lavatory door no defects noted,TA,16,Delay>15mins,2500,equipment furnishings general
10262,B737-700,headrest missing seat 10e ,10e hread rest reinstalled okay for use ,TA,12,Delay 6-15mins,2500,equipment furnishings general
10263,B737-700,seat 2b needs cushion,replaced seat cover no further defects noted ,TA,4,Delay 0-5mins,2500,equipment furnishings general
10264,B737-700,seat cushion 23csoiled,replaced cushion and cover at23c,TF,29,Delay>15mins,2500,equipment furnishings general
10265,B737-700,door 2r safty strap will not snap to bottm of door indiction door armed,replaced r2 door red strap ,TL,38,Delay>15mins,2500,equipment furnishings general
10266,B737-700,seat 28cseatback and bottom cushionneed to be replaced,replaced seat bottom cushion and cover and had cabin svc cleanseat back,TE,14,Delay 6-15mins,2520,passenger compartment
10309,B737-700,f o s audio selector pnl flightint sw lens missing,replaced audio selector pnl at observers pos ops check normal ref amm 23 12 41 401rotable parts change was indicated tt 1673048 sn off 09695panel audio se off 29 2351 9 0003 9695 on 29 2351 9 0003 5569,TF,29,Delay>15mins,2500,equipment furnishings general
10310,B737-700,loose panel on overhead above 28def,installed correctly panel on overhead above 28def bin i a w a m m 25 24 31 400 801 mel removed ,TL,48,Delay>15mins,2500,equipment furnishings general
10311,B737-700,door 1r slide girt bar very difficult to disarm,removed door 1r slide assy refolded girt bar fabric andreinstalled 1r slide assembly ref amms 25 66 01 rii inspection accomplished by u093951 ,TA,69,Delay>15mins,2500,equipment furnishings general
10312,B737-700,seat cushion at seat 10b soiled block 4 sm245,removed replaced seat cushion at seat 10b ops checks good a c okay for service block 13 sm245,TL,7,Delay 6-15mins,2500,equipment furnishings general
10313,B737-700,seat 11d recline inop ,replaced hydrolok at seat 11d seat ops checks normal placard removed,TL,9,Delay 6-15mins,2500,equipment furnishings general
10314,B737-700,aft galley cart at 408 will not stow properly,galley cart checked for properly operation and stowed good catering crew remove cart and reinstalled by them prior the nextfight ,TF,17,Delay>15mins,2500,equipment furnishings general
10315,B737-700,seat 8d will not lock upright ,removed and replaced seat 8d recline push button as requiredops check good,TF,10,Delay 6-15mins,2500,equipment furnishings general
10316,B737-700,f o left shoulder strap does not retract automatically,adjusted checks ok,TA,20,Delay>15mins,2500,equipment furnishings general
10317,B737-700,seat 26c soiled,replaced cover 26c,TL,18,Delay>15mins,2520,passenger compartment
10318,B737-700,seat bottom cushions and covers soiled 30b and 28c ,replaced cushions and covers 30b and 28c ,TS,20,Delay>15mins,2520,passenger compartment
10319,B737-700,galley trash door missing screws,replaced screws spm 20 50 01,TA,4,Delay 0-5mins,2550,additional compartments
10320,B737-700,door 1r girtbar is very hard to arm,found aft retainer clip to tight adj clip performed safetyck list ops ok ref amm 25 66 01 ,TA,25,Delay>15mins,2560,emergency equipment
10353,B737-700,slide girth bar at door 2l has excessive slack when attached to floor latch ,removed slide attached hook and pile to slide bussel re installed slide ref amm 25 66 01 rii inspection by u113715 ,TA,68,Delay>15mins,2500,equipment furnishings general
10354,B737-700,life vest container found in galley storage container ,reinstalled life vest ,TA,17,Delay>15mins,2500,equipment furnishings general
10355,B737-700,forward closet will not open handle is broken ,reinstalled lock assy and handle forward closetplacard removed,TF,15,Delay 6-15mins,2500,equipment furnishings general
10356,B737-700,rt aft lavatory door latch lock inop ,replaced lavatory door lock mechanism function normal p n500720 1u ,TA,50,Delay>15mins,2500,equipment furnishings general
10357,B737-700,aft left outboard f a jumpseat life vest compartment door broken ,replaced spring hindge on aft left o b f a jumpseat life vestdoor ops good ref 25 00 00,TA,13,Delay 6-15mins,2520,passenger compartment
10358,B737-700,seat 26a will not stay upright,r r hydralock ref to cmm 25 27 43 ops check good wpb 10158 ,TL,6,Delay 6-15mins,2520,passenger compartment
10397,B737-700,o h bin 32abc will not latch w u by emp u235609,replc d latch assembly ops checks ck s good ,TA,22,Delay>15mins,2500,equipment furnishings general
10398,B737-700,r1 slide pack forward stow hook not properly attached,adjusted and reattached girt bar stowage hook ref amm25 66 01,TA,116,Delay>15mins,2500,equipment furnishings general
10399,B737-700,aft left lavatory door will not close all the way ,secured the door ops check good ,TL,29,Delay>15mins,2500,equipment furnishings general
10400,B737-700,door 1l girt bar material loose,repositioned slide and grit material in slide cover per amm 2566 01 operation normal used escape slide render safe checklist inspected by u094048,TA,24,Delay>15mins,2500,equipment furnishings general
10401,B737-700,door 2r slide bussel cord out,restowed pin bonding strap gusset strap per amm 25 66 01 000 802 ,TA,39,Delay>15mins,2500,equipment furnishings general
10402,B737-700,a c aft lavatory door right side off hinges,reinstalled door iaw amm 25 41 02 400 801 c1,TA,28,Delay>15mins,2500,equipment furnishings general
10403,B737-700,aft lavatory a c right will not lock,inspected door operation ok right aft lavatory door okay per mm25 41 02 okay for service emp v902152 invld entered by 06704 ,TA,8,Delay 6-15mins,2500,equipment furnishings general
10404,B737-700,f o lap belt difficult to unfasten ,replaced f o lap belt ref ifm 25 11 02 op checks good ,TA,44,Delay>15mins,2500,equipment furnishings general
10405,B737-700,water is leaking from forward cargo bin ceiling at station 495aircraft left ,performed general visual insp behind ceiling panel no leksfound identified to be condensation ,TA,91,Delay>15mins,2550,additional compartments
10457,B737-700,auto t o and go around placared missing from the 2 throttle,replaced missing placard with serviceble unit oil closed ,TE,38,Delay>15mins,2500,equipment furnishings general
10458,B737-700,22c will not stay in upright position ,replaced hydroloc release head checks ok reversed ddp n removed placard ,TF,4,Delay 0-5mins,2500,equipment furnishings general
10459,B737-700,tray table 30c latch broken,installed kit table latc live tv coach m e 29 2527 3 0035 cks ok ,TL,13,Delay 6-15mins,2500,equipment furnishings general
10460,B737-700,tray table 20e hanging low when open ,adjusted tray table lower stop ops checks good ,TA,12,Delay 6-15mins,2520,passenger compartment
10501,B737-700,first class bulkhead divider loose,resured left hand first class bulkhead partition iaw amm 25 24 15 400 801 okay for service,TA,37,Delay>15mins,2500,equipment furnishings general
